Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
1,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_1.txt,0.0,-101.0,0.0,-101.0,0.0,-34.0,0.0,-34.0,0.0,-34.0,0.0,-135.0,True,16.0,4.0,19995.0,308.0,121.0,15840.0,259.0,99.0
2,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_2.txt,0.0,-70.0,0.0,-70.0,0.0,-62.0,0.0,-62.0,0.0,-62.0,0.0,-132.0,True,16.0,4.0,7452.0,173.0,81.0,7452.0,173.0,81.0
3,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_3.txt,18.0,18.0,18.0,18.0,0.0,-76.0,0.0,-76.0,18.0,18.0,18.0,-58.0,False,16.0,1.0,27885.0,348.0,165.0,27885.0,334.0,165.0
4,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_4.txt,0.0,-98.0,0.0,-98.0,0.0,-27.0,0.0,-27.0,0.0,-27.0,0.0,-125.0,True,16.0,3.0,19872.0,319.0,138.0,19656.0,290.0,108.0
5,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_5.txt,13.0,13.0,13.0,13.0,21.0,21.0,21.0,21.0,21.0,21.0,34.0,34.0,False,16.0,1.0,15531.0,321.0,111.0,11088.0,226.0,72.0
6,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_6.txt,0.0,-58.0,0.0,-58.0,0.0,-88.0,0.0,-88.0,0.0,-58.0,0.0,-146.0,True,16.0,4.0,15810.0,263.0,100.0,13426.0,235.0,98.0
7,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_7.txt,0.0,-31.0,0.0,-31.0,0.0,-80.0,0.0,-80.0,0.0,-31.0,0.0,-111.0,True,16.0,2.0,22225.0,317.0,132.0,21120.0,292.0,132.0
8,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_8.txt,0.0,-73.0,0.0,-73.0,0.0,-27.0,0.0,-27.0,0.0,-27.0,0.0,-100.0,True,16.0,2.0,25840.0,322.0,152.0,25840.0,322.0,152.0
9,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_9.txt,0.0,-34.0,0.0,-34.0,0.0,-54.0,0.0,-54.0,0.0,-34.0,0.0,-88.0,True,16.0,2.0,16724.0,261.0,113.0,16724.0,261.0,113.0
10,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_10.txt,0.0,-277.0,0.0,-277.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,-180.0,False,16.0,2.0,16821.0,290.0,97.0,2529.0,290.0,9.0
11,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_11.txt,0.0,-69.0,0.0,-69.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,-62.0,False,16.0,0.0,3024.0,127.0,48.0,2958.0,121.0,34.0
12,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_12.txt,2.0,2.0,2.0,2.0,0.0,-85.0,0.0,-85.0,2.0,2.0,2.0,-83.0,False,16.0,2.0,8755.0,188.0,85.0,8755.0,188.0,85.0
13,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_13.txt,0.0,-13.0,0.0,-13.0,0.0,-103.0,0.0,-103.0,0.0,-13.0,0.0,-116.0,True,16.0,2.0,16800.0,282.0,120.0,16800.0,260.0,120.0
14,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_14.txt,0.0,-47.0,0.0,-47.0,0.0,-28.0,0.0,-28.0,0.0,-28.0,0.0,-75.0,True,16.0,1.0,10355.0,204.0,95.0,10355.0,204.0,95.0
15,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_15.txt,0.0,-106.0,0.0,-106.0,0.0,-45.0,0.0,-45.0,0.0,-45.0,0.0,-151.0,True,16.0,2.0,10168.0,206.0,82.0,10168.0,206.0,82.0
16,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_16.txt,22.0,22.0,22.0,22.0,0.0,-79.0,0.0,-79.0,22.0,22.0,22.0,-57.0,False,16.0,0.0,14014.0,245.0,103.0,14014.0,245.0,91.0
17,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_17.txt,10.0,10.0,10.0,10.0,0.0,-44.0,0.0,-44.0,10.0,10.0,10.0,-34.0,False,16.0,1.0,7350.0,175.0,79.0,7268.0,171.0,79.0
18,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_18.txt,0.0,-22.0,0.0,-22.0,0.0,-103.0,0.0,-103.0,0.0,-22.0,0.0,-125.0,True,16.0,3.0,17596.0,280.0,122.0,17596.0,272.0,106.0
19,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_19.txt,0.0,-118.0,0.0,-118.0,0.0,-99.0,0.0,-99.0,0.0,-99.0,0.0,-217.0,True,16.0,4.0,22044.0,301.0,132.0,22044.0,299.0,132.0
20,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_20.txt,0.0,-174.0,0.0,-174.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,-105.0,False,16.0,1.0,13452.0,258.0,114.0,12285.0,258.0,63.0
21,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_21.txt,24.0,24.0,24.0,24.0,0.0,-48.0,0.0,-48.0,24.0,24.0,24.0,-24.0,False,16.0,1.0,7140.0,169.0,84.0,6072.0,157.0,69.0
22,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_22.txt,0.0,-69.0,0.0,-69.0,0.0,-21.0,0.0,-21.0,0.0,-21.0,0.0,-90.0,True,16.0,4.0,10738.0,209.0,93.0,9486.0,195.0,93.0
23,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_23.txt,0.0,-135.0,0.0,-135.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,-127.0,False,16.0,1.0,16400.0,264.0,101.0,16400.0,264.0,100.0
24,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_24.txt,0.0,-100.0,0.0,-100.0,0.0,-76.0,0.0,-76.0,0.0,-76.0,0.0,-176.0,True,16.0,2.0,26469.0,331.0,153.0,26469.0,326.0,153.0
25,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_25.txt,0.0,-117.0,0.0,-117.0,0.0,-30.0,0.0,-30.0,0.0,-30.0,0.0,-147.0,True,16.0,4.0,11481.0,218.0,89.0,11481.0,218.0,89.0
26,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_26.txt,0.0,-1.0,0.0,-1.0,0.0,-108.0,0.0,-108.0,0.0,-1.0,0.0,-109.0,True,16.0,1.0,14076.0,245.0,97.0,14076.0,245.0,92.0
27,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_27.txt,0.0,-38.0,0.0,-38.0,0.0,-44.0,0.0,-44.0,0.0,-38.0,0.0,-82.0,True,16.0,3.0,15424.0,305.0,93.0,14287.0,248.0,91.0
28,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_28.txt,0.0,-73.0,0.0,-73.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-71.0,False,16.0,0.0,10115.0,204.0,85.0,10115.0,204.0,85.0
29,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_29.txt,0.0,-10.0,0.0,-10.0,0.0,-51.0,0.0,-51.0,0.0,-10.0,0.0,-61.0,True,16.0,2.0,14946.0,247.0,111.0,12987.0,228.0,111.0
30,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_30.txt,0.0,-61.0,0.0,-61.0,0.0,-58.0,0.0,-58.0,0.0,-58.0,0.0,-119.0,True,16.0,2.0,20646.0,331.0,111.0,20646.0,297.0,111.0
31,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_31.txt,0.0,-47.0,0.0,-47.0,0.0,-104.0,0.0,-104.0,0.0,-47.0,0.0,-151.0,True,16.0,1.0,24360.0,314.0,140.0,24360.0,314.0,140.0
32,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_32.txt,0.0,-14.0,0.0,-14.0,0.0,-35.0,0.0,-35.0,0.0,-14.0,0.0,-49.0,True,16.0,3.0,9028.0,217.0,78.0,6930.0,181.0,55.0
33,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_33.txt,0.0,-219.0,0.0,-219.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,-114.0,False,16.0,0.0,8091.0,232.0,87.0,2640.0,232.0,12.0
34,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_34.txt,0.0,-19.0,0.0,-19.0,0.0,-30.0,0.0,-30.0,0.0,-19.0,0.0,-49.0,True,16.0,2.0,13152.0,233.0,105.0,12915.0,228.0,105.0
35,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_35.txt,0.0,-19.0,0.0,-19.0,0.0,-52.0,0.0,-52.0,0.0,-19.0,0.0,-71.0,True,16.0,3.0,14904.0,324.0,99.0,14664.0,266.0,78.0
36,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_36.txt,3.0,3.0,3.0,3.0,0.0,-37.0,0.0,-37.0,3.0,3.0,3.0,-34.0,False,16.0,1.0,16536.0,262.0,107.0,12947.0,228.0,107.0
37,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_37.txt,0.0,-96.0,0.0,-96.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,-89.0,False,16.0,0.0,19468.0,281.0,124.0,19468.0,281.0,124.0
38,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_38.txt,0.0,-25.0,0.0,-25.0,0.0,-130.0,0.0,-130.0,0.0,-25.0,0.0,-155.0,True,16.0,2.0,15794.0,255.0,106.0,15794.0,255.0,106.0
39,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_39.txt,0.0,-91.0,0.0,-91.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,-64.0,False,16.0,2.0,4628.0,148.0,52.0,3955.0,148.0,35.0
40,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_40.txt,0.0,-33.0,0.0,-33.0,0.0,-120.0,0.0,-120.0,0.0,-33.0,0.0,-153.0,True,16.0,3.0,13673.0,242.0,113.0,13673.0,234.0,113.0
41,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_41.txt,0.0,-24.0,0.0,-24.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,-19.0,False,16.0,1.0,9844.0,254.0,92.0,9313.0,206.0,67.0
42,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_42.txt,0.0,-101.0,0.0,-101.0,0.0,-38.0,0.0,-38.0,0.0,-38.0,0.0,-139.0,True,16.0,3.0,18207.0,272.0,119.0,18207.0,272.0,119.0
43,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_43.txt,65.0,65.0,65.0,65.0,0.0,-107.0,0.0,-107.0,65.0,65.0,65.0,-42.0,False,16.0,0.0,19764.0,292.0,108.0,19012.0,292.0,98.0
44,uniform,outputs/agents_2/items_4/gpt4o/persona_based0/output_44.txt,0.0,-64.0,0.0,-64.0,0.0,-38.0,0.0,-38.0,0.0,-38.0,0.0,-102.0,True,16.0,3.0,25440.0,319.0,159.0,25440.0,319.0,159.0
