Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
1,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_1.txt,0.0,-47.0,0.0,-47.0,0.0,-8.0,0.0,-8.0,0.0,-8.0,0.0,-55.0,True,8.0,1.0,12328.0,226.0,92.0,12328.0,226.0,92.0
2,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_2.txt,3.0,3.0,3.0,3.0,0.0,-146.0,0.0,-146.0,3.0,3.0,3.0,-143.0,False,8.0,1.0,12495.0,232.0,85.0,12495.0,232.0,85.0
3,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_3.txt,0.0,-10.0,0.0,-10.0,0.0,-128.0,0.0,-128.0,0.0,-10.0,0.0,-138.0,True,8.0,1.0,15580.0,259.0,95.0,15580.0,259.0,95.0
4,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_4.txt,0.0,-6.0,0.0,-6.0,0.0,-10.0,0.0,-10.0,0.0,-6.0,0.0,-16.0,True,8.0,1.0,6104.0,165.0,65.0,4485.0,134.0,65.0
5,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_5.txt,0.0,-26.0,0.0,-26.0,0.0,-115.0,0.0,-115.0,0.0,-26.0,0.0,-141.0,True,8.0,1.0,14469.0,250.0,96.0,14469.0,250.0,91.0
6,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_6.txt,75.0,75.0,75.0,75.0,0.0,-74.0,0.0,-74.0,75.0,75.0,75.0,1.0,False,8.0,1.0,4326.0,159.0,47.0,3318.0,121.0,42.0
7,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_7.txt,0.0,-125.0,0.0,-125.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,-84.0,False,8.0,0.0,9265.0,218.0,85.0,8632.0,218.0,52.0
8,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_8.txt,0.0,-32.0,0.0,-32.0,0.0,-30.0,0.0,-30.0,0.0,-30.0,0.0,-62.0,True,8.0,1.0,12375.0,224.0,99.0,12375.0,224.0,99.0
9,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_9.txt,31.0,31.0,31.0,31.0,0.0,-70.0,0.0,-70.0,31.0,31.0,31.0,-39.0,False,8.0,0.0,4640.0,151.0,58.0,4578.0,151.0,42.0
10,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_10.txt,0.0,-21.0,0.0,-21.0,0.0,-56.0,0.0,-56.0,0.0,-21.0,0.0,-77.0,True,8.0,2.0,2320.0,98.0,40.0,2320.0,98.0,40.0
11,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_11.txt,46.0,46.0,46.0,46.0,0.0,-136.0,0.0,-136.0,46.0,46.0,46.0,-90.0,False,8.0,1.0,4508.0,170.0,55.0,3381.0,170.0,23.0
12,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_12.txt,14.0,14.0,14.0,14.0,12.0,12.0,12.0,12.0,14.0,14.0,26.0,26.0,False,8.0,1.0,7490.0,203.0,70.0,5394.0,151.0,58.0
13,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_13.txt,0.0,-20.0,0.0,-20.0,0.0,-65.0,0.0,-65.0,0.0,-20.0,0.0,-85.0,True,8.0,1.0,5984.0,207.0,47.0,5984.0,180.0,44.0
14,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_14.txt,0.0,-144.0,0.0,-144.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,-126.0,False,8.0,1.0,10419.0,220.0,80.0,10419.0,220.0,69.0
15,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_15.txt,0.0,-13.0,0.0,-13.0,0.0,-64.0,0.0,-64.0,0.0,-13.0,0.0,-77.0,True,8.0,1.0,8424.0,186.0,78.0,8424.0,186.0,78.0
16,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_16.txt,17.0,17.0,17.0,17.0,0.0,-10.0,0.0,-10.0,17.0,17.0,17.0,7.0,False,8.0,0.0,3575.0,140.0,55.0,2850.0,113.0,38.0
17,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_17.txt,0.0,-28.0,0.0,-28.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-26.0,False,8.0,0.0,7826.0,177.0,86.0,7826.0,177.0,86.0
18,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_18.txt,0.0,-65.0,0.0,-65.0,0.0,-90.0,0.0,-90.0,0.0,-65.0,0.0,-155.0,True,8.0,1.0,14841.0,250.0,97.0,14841.0,250.0,97.0
19,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_19.txt,0.0,-18.0,0.0,-18.0,0.0,-40.0,0.0,-40.0,0.0,-18.0,0.0,-58.0,True,8.0,1.0,6314.0,159.0,77.0,6314.0,159.0,77.0
20,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_20.txt,8.0,8.0,8.0,8.0,62.0,62.0,62.0,62.0,62.0,62.0,70.0,70.0,False,8.0,1.0,9610.0,248.0,84.0,5022.0,147.0,54.0
21,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_21.txt,5.0,5.0,5.0,5.0,0.0,-19.0,0.0,-19.0,5.0,5.0,5.0,-14.0,False,8.0,0.0,10625.0,210.0,94.0,9776.0,198.0,94.0
22,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_22.txt,0.0,-136.0,0.0,-136.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,-106.0,False,8.0,1.0,4992.0,196.0,52.0,2490.0,181.0,15.0
23,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_23.txt,0.0,-15.0,0.0,-15.0,0.0,-10.0,0.0,-10.0,0.0,-10.0,0.0,-25.0,True,8.0,1.0,3496.0,169.0,44.0,3496.0,130.0,38.0
24,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_24.txt,0.0,-49.0,0.0,-49.0,0.0,-98.0,0.0,-98.0,0.0,-49.0,0.0,-147.0,True,8.0,1.0,11826.0,227.0,87.0,11826.0,227.0,81.0
25,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_25.txt,46.0,46.0,46.0,46.0,0.0,-74.0,0.0,-74.0,46.0,46.0,46.0,-28.0,False,8.0,0.0,12616.0,235.0,84.0,12616.0,235.0,83.0
26,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_26.txt,36.0,36.0,36.0,36.0,0.0,-15.0,0.0,-15.0,36.0,36.0,36.0,21.0,False,8.0,0.0,9120.0,204.0,84.0,7644.0,175.0,84.0
27,uniform,outputs/agents_2/items_3/gpt4o/persona_based0/output_27.txt,0.0,-38.0,0.0,-38.0,0.0,-81.0,0.0,-81.0,0.0,-38.0,0.0,-119.0,True,8.0,1.0,10670.0,207.0,97.0,10670.0,207.0,97.0
