Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
1,uniform,outputs/agents_2/items_6/gpt4o/persona_based0/output_1.txt,0.0,-129.0,0.0,-129.0,0.0,-172.0,0.0,-172.0,0.0,-129.0,0.0,-301.0,True,64.0,14.0,40386.0,426.0,172.0,40386.0,413.0,159.0
2,uniform,outputs/agents_2/items_6/gpt4o/persona_based0/output_2.txt,0.0,-3.0,0.0,-3.0,0.0,-151.0,0.0,-151.0,0.0,-3.0,0.0,-154.0,True,64.0,8.0,25844.0,350.0,149.0,23760.0,328.0,108.0
3,uniform,outputs/agents_2/items_6/gpt4o/persona_based0/output_3.txt,0.0,-98.0,0.0,-98.0,0.0,-59.0,0.0,-59.0,0.0,-59.0,0.0,-157.0,True,64.0,7.0,28560.0,338.0,168.0,28560.0,338.0,168.0
4,uniform,outputs/agents_2/items_6/gpt4o/persona_based0/output_4.txt,0.0,-68.0,0.0,-68.0,0.0,-179.0,0.0,-179.0,0.0,-68.0,0.0,-247.0,True,64.0,9.0,54366.0,501.0,221.0,54366.0,467.0,221.0
5,uniform,outputs/agents_2/items_6/gpt4o/persona_based0/output_5.txt,0.0,-39.0,0.0,-39.0,0.0,-233.0,0.0,-233.0,0.0,-39.0,0.0,-272.0,True,64.0,11.0,47996.0,453.0,207.0,45499.0,436.0,173.0
6,uniform,outputs/agents_2/items_6/gpt4o/persona_based0/output_6.txt,0.0,-42.0,0.0,-42.0,0.0,-47.0,0.0,-47.0,0.0,-42.0,0.0,-89.0,True,64.0,8.0,17952.0,294.0,110.0,15210.0,259.0,90.0
7,uniform,outputs/agents_2/items_6/gpt4o/persona_based0/output_7.txt,0.0,-40.0,0.0,-40.0,0.0,-83.0,0.0,-83.0,0.0,-40.0,0.0,-123.0,True,64.0,11.0,17346.0,279.0,126.0,15450.0,253.0,103.0
8,uniform,outputs/agents_2/items_6/gpt4o/persona_based0/output_8.txt,0.0,-2.0,0.0,-2.0,0.0,-93.0,0.0,-93.0,0.0,-2.0,0.0,-95.0,True,64.0,5.0,53590.0,463.0,230.0,49518.0,451.0,189.0
9,uniform,outputs/agents_2/items_6/gpt4o/persona_based0/output_9.txt,48.0,48.0,48.0,48.0,0.0,-164.0,0.0,-164.0,48.0,48.0,48.0,-116.0,False,64.0,6.0,37014.0,406.0,186.0,29041.0,370.0,113.0
10,uniform,outputs/agents_2/items_6/gpt4o/persona_based0/output_10.txt,0.0,-59.0,0.0,-59.0,0.0,-120.0,0.0,-120.0,0.0,-59.0,0.0,-179.0,True,64.0,11.0,30504.0,371.0,156.0,26426.0,327.0,146.0
