Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
1,uniform,outputs/agents_2/items_4/gpt4o/zero_shot0/output_1.txt,14.0,14.0,14.0,14.0,0.0,-38.0,0.0,-38.0,14.0,14.0,14.0,-24.0,False,16.0,0.0,11284.0,262.0,91.0,9150.0,211.0,61.0
2,uniform,outputs/agents_2/items_4/gpt4o/zero_shot0/output_2.txt,20.0,20.0,20.0,20.0,0.0,-123.0,0.0,-123.0,20.0,20.0,20.0,-103.0,False,16.0,2.0,18837.0,287.0,117.0,12556.0,245.0,73.0
3,uniform,outputs/agents_2/items_4/gpt4o/zero_shot0/output_3.txt,0.0,-102.0,0.0,-102.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,-73.0,False,16.0,2.0,5170.0,188.0,48.0,2610.0,163.0,18.0
4,uniform,outputs/agents_2/items_4/gpt4o/zero_shot0/output_4.txt,40.0,40.0,40.0,40.0,0.0,-131.0,0.0,-131.0,40.0,40.0,40.0,-91.0,False,16.0,1.0,7420.0,185.0,79.0,7074.0,185.0,54.0
5,uniform,outputs/agents_2/items_4/gpt4o/zero_shot0/output_5.txt,54.0,54.0,54.0,54.0,0.0,-134.0,0.0,-134.0,54.0,54.0,54.0,-80.0,False,16.0,1.0,12150.0,226.0,94.0,10465.0,226.0,65.0
6,uniform,outputs/agents_2/items_4/gpt4o/zero_shot0/output_6.txt,25.0,25.0,25.0,25.0,0.0,-13.0,0.0,-13.0,25.0,25.0,25.0,12.0,False,16.0,1.0,20410.0,287.0,130.0,15246.0,247.0,121.0
7,uniform,outputs/agents_2/items_4/gpt4o/zero_shot0/output_7.txt,0.0,-79.0,0.0,-79.0,0.0,-30.0,0.0,-30.0,0.0,-30.0,0.0,-109.0,True,16.0,2.0,10146.0,203.0,89.0,10146.0,203.0,89.0
8,uniform,outputs/agents_2/items_4/gpt4o/zero_shot0/output_8.txt,0.0,-79.0,0.0,-79.0,0.0,-66.0,0.0,-66.0,0.0,-66.0,0.0,-145.0,True,16.0,2.0,11730.0,217.0,102.0,11730.0,217.0,102.0
9,uniform,outputs/agents_2/items_4/gpt4o/zero_shot0/output_9.txt,0.0,-37.0,0.0,-37.0,0.0,-35.0,0.0,-35.0,0.0,-35.0,0.0,-72.0,True,16.0,1.0,17375.0,264.0,125.0,17375.0,264.0,125.0
10,uniform,outputs/agents_2/items_4/gpt4o/zero_shot0/output_10.txt,0.0,-78.0,0.0,-78.0,0.0,-15.0,0.0,-15.0,0.0,-15.0,0.0,-93.0,True,16.0,3.0,11424.0,215.0,96.0,11424.0,215.0,96.0
