Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
1,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_1.txt,87.0,87.0,87.0,87.0,0.0,-267.0,0.0,-267.0,87.0,87.0,87.0,-180.0,False,128.0,15.0,52920.0,478.0,218.0,45540.0,468.0,138.0
2,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_2.txt,17.0,17.0,17.0,17.0,0.0,-156.0,0.0,-156.0,17.0,17.0,17.0,-139.0,False,128.0,12.0,50336.0,451.0,216.0,47988.0,451.0,172.0
3,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_3.txt,0.0,-8.0,0.0,-8.0,0.0,-122.0,0.0,-122.0,0.0,-8.0,0.0,-130.0,True,128.0,8.0,62288.0,503.0,240.0,61612.0,503.0,211.0
4,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_4.txt,108.0,108.0,108.0,108.0,0.0,-320.0,0.0,-320.0,108.0,108.0,108.0,-212.0,False,128.0,13.0,28006.0,392.0,164.0,16512.0,392.0,48.0
5,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_5.txt,0.0,-310.0,0.0,-310.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,-268.0,False,128.0,20.0,49447.0,478.0,212.0,46920.0,478.0,138.0
6,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_6.txt,0.0,-126.0,0.0,-126.0,0.0,-120.0,0.0,-120.0,0.0,-120.0,0.0,-246.0,True,128.0,16.0,48150.0,439.0,214.0,48150.0,439.0,214.0
7,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_7.txt,0.0,-151.0,0.0,-151.0,0.0,-250.0,0.0,-250.0,0.0,-151.0,0.0,-401.0,True,128.0,23.0,63640.0,511.0,221.0,63640.0,511.0,215.0
8,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_8.txt,0.0,-360.0,0.0,-360.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,-234.0,False,128.0,15.0,45156.0,461.0,202.0,24738.0,461.0,62.0
9,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_9.txt,0.0,-208.0,0.0,-208.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,-36.0,False,128.0,9.0,23762.0,361.0,145.0,5660.0,303.0,20.0
10,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_10.txt,78.0,78.0,78.0,78.0,0.0,-241.0,0.0,-241.0,78.0,78.0,78.0,-163.0,False,128.0,7.0,31524.0,417.0,157.0,21507.0,388.0,67.0
11,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_11.txt,149.0,149.0,149.0,149.0,0.0,-302.0,0.0,-302.0,149.0,149.0,149.0,-153.0,False,128.0,6.0,45162.0,449.0,206.0,30940.0,449.0,85.0
12,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_12.txt,0.0,-60.0,0.0,-60.0,0.0,-80.0,0.0,-80.0,0.0,-60.0,0.0,-140.0,True,128.0,18.0,42486.0,431.0,194.0,30340.0,349.0,164.0
13,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_13.txt,0.0,-291.0,0.0,-291.0,0.0,-4.0,0.0,-4.0,0.0,-4.0,0.0,-295.0,True,128.0,18.0,31750.0,411.0,158.0,31100.0,411.0,100.0
14,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_14.txt,0.0,-248.0,0.0,-248.0,0.0,-35.0,0.0,-35.0,0.0,-35.0,0.0,-283.0,True,128.0,15.0,87406.0,593.0,278.0,73458.0,549.0,231.0
15,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_15.txt,0.0,-28.0,0.0,-28.0,0.0,-180.0,0.0,-180.0,0.0,-28.0,0.0,-208.0,True,128.0,16.0,48650.0,482.0,209.0,43790.0,447.0,145.0
16,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_16.txt,3.0,3.0,3.0,3.0,0.0,-244.0,0.0,-244.0,3.0,3.0,3.0,-241.0,False,128.0,15.0,56826.0,481.0,231.0,51360.0,481.0,160.0
17,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_17.txt,83.0,83.0,83.0,83.0,0.0,-254.0,0.0,-254.0,83.0,83.0,83.0,-171.0,False,128.0,14.0,69960.0,542.0,251.0,52152.0,487.0,159.0
18,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_18.txt,0.0,-260.0,0.0,-260.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,-163.0,False,128.0,12.0,45355.0,444.0,205.0,38468.0,444.0,118.0
19,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_19.txt,104.0,104.0,104.0,104.0,0.0,-207.0,0.0,-207.0,104.0,104.0,104.0,-103.0,False,128.0,10.0,51223.0,484.0,205.0,29700.0,420.0,90.0
20,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_20.txt,17.0,17.0,17.0,17.0,0.0,-144.0,0.0,-144.0,17.0,17.0,17.0,-127.0,False,128.0,9.0,64350.0,522.0,242.0,56700.0,499.0,175.0
21,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_21.txt,0.0,-186.0,0.0,-186.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,-149.0,False,128.0,12.0,74480.0,551.0,267.0,72118.0,551.0,214.0
22,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_22.txt,0.0,-91.0,0.0,-91.0,0.0,-151.0,0.0,-151.0,0.0,-91.0,0.0,-242.0,True,128.0,18.0,44376.0,434.0,191.0,35432.0,378.0,172.0
23,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_23.txt,21.0,21.0,21.0,21.0,0.0,-5.0,0.0,-5.0,21.0,21.0,21.0,16.0,False,128.0,6.0,38304.0,424.0,186.0,27824.0,336.0,148.0
24,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_24.txt,0.0,-41.0,0.0,-41.0,0.0,-75.0,0.0,-75.0,0.0,-41.0,0.0,-116.0,True,128.0,7.0,48410.0,452.0,206.0,48410.0,441.0,206.0
25,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_25.txt,0.0,-34.0,0.0,-34.0,0.0,-255.0,0.0,-255.0,0.0,-34.0,0.0,-289.0,True,128.0,21.0,51562.0,458.0,204.0,48597.0,458.0,167.0
26,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_26.txt,0.0,-177.0,0.0,-177.0,0.0,-20.0,0.0,-20.0,0.0,-20.0,0.0,-197.0,True,128.0,18.0,50310.0,464.0,216.0,48450.0,455.0,170.0
27,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_27.txt,0.0,-138.0,0.0,-138.0,0.0,-151.0,0.0,-151.0,0.0,-138.0,0.0,-289.0,True,128.0,21.0,34626.0,373.0,174.0,34626.0,373.0,174.0
28,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_28.txt,0.0,-81.0,0.0,-81.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,-17.0,False,128.0,12.0,54901.0,489.0,230.0,38070.0,411.0,141.0
29,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_29.txt,0.0,-168.0,0.0,-168.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,-105.0,False,128.0,11.0,70680.0,546.0,246.0,51642.0,493.0,151.0
30,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_30.txt,0.0,-82.0,0.0,-82.0,0.0,-111.0,0.0,-111.0,0.0,-82.0,0.0,-193.0,True,128.0,12.0,56126.0,477.0,216.0,56126.0,477.0,211.0
31,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_31.txt,0.0,-24.0,0.0,-24.0,0.0,-174.0,0.0,-174.0,0.0,-24.0,0.0,-198.0,True,128.0,13.0,71070.0,539.0,260.0,71070.0,539.0,230.0
32,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_32.txt,0.0,-8.0,0.0,-8.0,0.0,-50.0,0.0,-50.0,0.0,-8.0,0.0,-58.0,True,128.0,13.0,53900.0,468.0,221.0,37635.0,388.0,193.0
33,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_33.txt,0.0,-187.0,0.0,-187.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-186.0,False,128.0,14.0,42224.0,417.0,203.0,37152.0,417.0,129.0
34,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_34.txt,0.0,-105.0,0.0,-105.0,0.0,-58.0,0.0,-58.0,0.0,-58.0,0.0,-163.0,True,128.0,21.0,46886.0,444.0,197.0,34040.0,369.0,184.0
35,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_35.txt,42.0,42.0,42.0,42.0,0.0,-249.0,0.0,-249.0,42.0,42.0,42.0,-207.0,False,128.0,13.0,49887.0,471.0,210.0,44748.0,471.0,132.0
36,uniform,outputs/agents_2/items_7/gpt4o/zero_shot0/output_36.txt,0.0,-113.0,0.0,-113.0,0.0,-157.0,0.0,-157.0,0.0,-113.0,0.0,-270.0,True,128.0,16.0,60270.0,517.0,221.0,60270.0,497.0,210.0
