Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
1,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_1.txt,44.0,44.0,65.0,34.0,60.0,60.0,60.0,-122.0,5.0,5.0,5.0,-143.0,0.0,-62.0,0.0,-257.0,60.0,60.0,130.0,-488.0,False,1024.0,0.0,37506040.0,332.0,65.0,25637040.0,332.0,26.0
2,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_2.txt,126.0,126.0,126.0,101.0,0.0,-36.0,0.0,-183.0,0.0,-5.0,0.0,-169.0,31.0,31.0,31.0,-133.0,126.0,126.0,157.0,-384.0,False,1024.0,0.0,78383760.0,402.0,78.0,27868100.0,358.0,26.0
3,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_3.txt,3.0,3.0,3.0,-74.0,0.0,-21.0,0.0,-117.0,7.0,7.0,8.0,1.0,0.0,-12.0,0.0,-82.0,7.0,7.0,11.0,-272.0,False,1024.0,0.0,52565760.0,396.0,78.0,52565760.0,358.0,54.0
4,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_4.txt,51.0,51.0,74.0,60.0,0.0,-6.0,0.0,-157.0,0.0,-4.0,0.0,-192.0,0.0,-9.0,0.0,-232.0,51.0,51.0,74.0,-521.0,False,1024.0,0.0,45012462.0,439.0,62.0,44345070.0,391.0,33.0
5,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_5.txt,0.0,-43.0,0.0,-184.0,1.0,1.0,1.0,-98.0,69.0,69.0,69.0,33.0,0.0,-11.0,0.0,-193.0,69.0,69.0,70.0,-442.0,False,1024.0,0.0,100724008.0,421.0,81.0,93630768.0,401.0,77.0
6,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_6.txt,72.0,72.0,134.0,-16.0,2.0,2.0,2.0,-217.0,79.0,79.0,79.0,12.0,0.0,-51.0,0.0,-356.0,79.0,79.0,215.0,-577.0,False,1024.0,0.0,51987344.0,356.0,76.0,0.0,356.0,0.0
7,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_7.txt,0.0,0.0,0.0,-441.0,293.0,293.0,830.0,830.0,0.0,0.0,0.0,-441.0,0.0,0.0,0.0,-441.0,293.0,293.0,830.0,-493.0,False,1024.0,0.0,122510388.0,441.0,93.0,0.0,441.0,0.0
8,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_8.txt,3.0,3.0,5.0,5.0,0.0,-31.0,0.0,-123.0,0.0,-35.0,0.0,-127.0,0.0,-25.0,0.0,-155.0,3.0,3.0,5.0,-400.0,False,1024.0,0.0,42314580.0,382.0,67.0,36535380.0,331.0,43.0
9,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_9.txt,64.0,64.0,151.0,151.0,0.0,-11.0,0.0,-149.0,0.0,-1.0,0.0,-216.0,0.0,-2.0,0.0,-175.0,64.0,64.0,151.0,-389.0,False,1024.0,0.0,54075330.0,397.0,72.0,29279250.0,349.0,35.0
10,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_10.txt,126.0,126.0,273.0,273.0,34.0,34.0,34.0,-180.0,0.0,-15.0,0.0,-328.0,6.0,6.0,6.0,-148.0,126.0,126.0,313.0,-383.0,False,1024.0,0.0,36733536.0,379.0,70.0,0.0,328.0,0.0
