Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
1,uniform,outputs/agents_2/items_9/gpt4o/zero_shot0/output_1.txt,0.0,-74.0,0.0,-74.0,0.0,-312.0,0.0,-312.0,0.0,-74.0,0.0,-386.0,True,512.0,91.0,49956.0,500.0,175.0,49956.0,500.0,138.0
2,uniform,outputs/agents_2/items_9/gpt4o/zero_shot0/output_2.txt,30.0,30.0,30.0,30.0,0.0,-126.0,0.0,-126.0,30.0,30.0,30.0,-96.0,False,512.0,52.0,56880.0,477.0,237.0,39884.0,405.0,169.0
3,uniform,outputs/agents_2/items_9/gpt4o/zero_shot0/output_3.txt,0.0,-196.0,0.0,-196.0,0.0,-64.0,0.0,-64.0,0.0,-64.0,0.0,-260.0,True,512.0,79.0,60568.0,506.0,232.0,58232.0,483.0,232.0
4,uniform,outputs/agents_2/items_9/gpt4o/zero_shot0/output_4.txt,0.0,-176.0,0.0,-176.0,0.0,-57.0,0.0,-57.0,0.0,-57.0,0.0,-233.0,True,512.0,47.0,112476.0,673.0,325.0,112476.0,673.0,309.0
5,uniform,outputs/agents_2/items_9/gpt4o/zero_shot0/output_5.txt,0.0,-59.0,0.0,-59.0,0.0,-229.0,0.0,-229.0,0.0,-59.0,0.0,-288.0,True,512.0,73.0,70225.0,532.0,265.0,67122.0,523.0,226.0
6,uniform,outputs/agents_2/items_9/gpt4o/zero_shot0/output_6.txt,0.0,-110.0,0.0,-110.0,0.0,-98.0,0.0,-98.0,0.0,-98.0,0.0,-208.0,True,512.0,61.0,57018.0,479.0,229.0,53040.0,464.0,204.0
7,uniform,outputs/agents_2/items_9/gpt4o/zero_shot0/output_7.txt,0.0,-24.0,0.0,-24.0,0.0,-191.0,0.0,-191.0,0.0,-24.0,0.0,-215.0,True,512.0,42.0,88450.0,595.0,290.0,82422.0,583.0,241.0
8,uniform,outputs/agents_2/items_9/gpt4o/zero_shot0/output_8.txt,0.0,-172.0,0.0,-172.0,0.0,-165.0,0.0,-165.0,0.0,-165.0,0.0,-337.0,True,512.0,60.0,106930.0,671.0,320.0,106930.0,659.0,289.0
9,uniform,outputs/agents_2/items_9/gpt4o/zero_shot0/output_9.txt,0.0,-125.0,0.0,-125.0,0.0,-299.0,0.0,-299.0,0.0,-125.0,0.0,-424.0,True,512.0,98.0,70409.0,570.0,243.0,69300.0,548.0,198.0
10,uniform,outputs/agents_2/items_9/gpt4o/zero_shot0/output_10.txt,0.0,-121.0,0.0,-121.0,0.0,-168.0,0.0,-168.0,0.0,-121.0,0.0,-289.0,True,512.0,80.0,76558.0,585.0,246.0,72352.0,542.0,238.0
11,uniform,outputs/agents_2/items_9/gpt4o/zero_shot0/output_11.txt,0.0,-289.0,0.0,-289.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,-221.0,False,512.0,44.0,68283.0,542.0,248.0,63037.0,542.0,169.0
12,uniform,outputs/agents_2/items_9/gpt4o/zero_shot0/output_12.txt,0.0,-134.0,0.0,-134.0,0.0,-221.0,0.0,-221.0,0.0,-134.0,0.0,-355.0,True,512.0,73.0,96850.0,623.0,298.0,96850.0,623.0,298.0
13,uniform,outputs/agents_2/items_9/gpt4o/zero_shot0/output_13.txt,0.0,-108.0,0.0,-108.0,0.0,-281.0,0.0,-281.0,0.0,-108.0,0.0,-389.0,True,512.0,78.0,93600.0,634.0,278.0,93600.0,634.0,234.0
14,uniform,outputs/agents_2/items_9/gpt4o/zero_shot0/output_14.txt,0.0,-230.0,0.0,-230.0,0.0,-46.0,0.0,-46.0,0.0,-46.0,0.0,-276.0,True,512.0,56.0,99528.0,634.0,297.0,92133.0,614.0,261.0
15,uniform,outputs/agents_2/items_9/gpt4o/zero_shot0/output_15.txt,0.0,-108.0,0.0,-108.0,0.0,-98.0,0.0,-98.0,0.0,-98.0,0.0,-206.0,True,512.0,37.0,93292.0,613.0,292.0,93292.0,613.0,281.0
