Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
1,uniform,outputs/agents_2/items_5/gpt4o/persona_based0/output_1.txt,0.0,-171.0,0.0,-171.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,-144.0,False,32.0,5.0,23072.0,318.0,146.0,23072.0,318.0,112.0
2,uniform,outputs/agents_2/items_5/gpt4o/persona_based0/output_2.txt,0.0,-85.0,0.0,-85.0,0.0,-126.0,0.0,-126.0,0.0,-85.0,0.0,-211.0,True,32.0,3.0,35404.0,379.0,167.0,35404.0,379.0,167.0
3,uniform,outputs/agents_2/items_5/gpt4o/persona_based0/output_3.txt,0.0,-37.0,0.0,-37.0,0.0,-60.0,0.0,-60.0,0.0,-37.0,0.0,-97.0,True,32.0,3.0,17160.0,274.0,115.0,17160.0,269.0,104.0
4,uniform,outputs/agents_2/items_5/gpt4o/persona_based0/output_4.txt,15.0,15.0,15.0,15.0,0.0,-81.0,0.0,-81.0,15.0,15.0,15.0,-66.0,False,32.0,3.0,33440.0,372.0,168.0,26264.0,330.0,134.0
5,uniform,outputs/agents_2/items_5/gpt4o/persona_based0/output_5.txt,0.0,-7.0,0.0,-7.0,0.0,-68.0,0.0,-68.0,0.0,-7.0,0.0,-75.0,True,32.0,5.0,10692.0,210.0,99.0,10692.0,207.0,99.0
6,uniform,outputs/agents_2/items_5/gpt4o/persona_based0/output_6.txt,13.0,13.0,13.0,13.0,22.0,22.0,22.0,22.0,22.0,22.0,35.0,35.0,False,32.0,3.0,21978.0,377.0,133.0,14196.0,260.0,78.0
7,uniform,outputs/agents_2/items_5/gpt4o/persona_based0/output_7.txt,0.0,-67.0,0.0,-67.0,0.0,-113.0,0.0,-113.0,0.0,-67.0,0.0,-180.0,True,32.0,4.0,20672.0,288.0,136.0,20672.0,288.0,136.0
8,uniform,outputs/agents_2/items_5/gpt4o/persona_based0/output_8.txt,0.0,-67.0,0.0,-67.0,0.0,-92.0,0.0,-92.0,0.0,-67.0,0.0,-159.0,True,32.0,3.0,18810.0,285.0,114.0,18810.0,279.0,114.0
9,uniform,outputs/agents_2/items_5/gpt4o/persona_based0/output_9.txt,65.0,65.0,65.0,65.0,0.0,-123.0,0.0,-123.0,65.0,65.0,65.0,-58.0,False,32.0,1.0,14310.0,277.0,114.0,11200.0,256.0,56.0
10,uniform,outputs/agents_2/items_5/gpt4o/persona_based0/output_10.txt,0.0,-115.0,0.0,-115.0,0.0,-68.0,0.0,-68.0,0.0,-68.0,0.0,-183.0,True,32.0,4.0,24124.0,311.0,150.0,24124.0,311.0,148.0
11,uniform,outputs/agents_2/items_5/gpt4o/persona_based0/output_11.txt,0.0,-54.0,0.0,-54.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-44.0,False,32.0,3.0,31350.0,355.0,165.0,24435.0,316.0,135.0
