Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
1,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_1.txt,0.0,-129.0,0.0,-129.0,0.0,-104.0,0.0,-104.0,0.0,-104.0,0.0,-233.0,True,512.0,50.0,134078.0,741.0,341.0,118904.0,690.0,334.0
2,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_2.txt,41.0,41.0,41.0,41.0,0.0,-275.0,0.0,-275.0,41.0,41.0,41.0,-234.0,False,512.0,62.0,70125.0,531.0,255.0,63848.0,531.0,184.0
3,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_3.txt,0.0,-13.0,0.0,-13.0,0.0,-121.0,0.0,-121.0,0.0,-13.0,0.0,-134.0,True,512.0,84.0,62418.0,509.0,237.0,40764.0,409.0,172.0
4,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_4.txt,72.0,72.0,72.0,72.0,0.0,-299.0,0.0,-299.0,72.0,72.0,72.0,-227.0,False,512.0,46.0,128304.0,727.0,344.0,108088.0,694.0,236.0
5,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_5.txt,0.0,-147.0,0.0,-147.0,0.0,-33.0,0.0,-33.0,0.0,-33.0,0.0,-180.0,True,512.0,56.0,51666.0,455.0,222.0,45747.0,428.0,207.0
6,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_6.txt,0.0,-152.0,0.0,-152.0,0.0,-214.0,0.0,-214.0,0.0,-152.0,0.0,-366.0,True,512.0,62.0,123522.0,703.0,346.0,123522.0,703.0,346.0
7,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_7.txt,0.0,-216.0,0.0,-216.0,0.0,-18.0,0.0,-18.0,0.0,-18.0,0.0,-234.0,True,512.0,55.0,88105.0,618.0,284.0,81774.0,585.0,231.0
8,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_8.txt,0.0,-64.0,0.0,-64.0,0.0,-138.0,0.0,-138.0,0.0,-64.0,0.0,-202.0,True,512.0,55.0,65682.0,513.0,250.0,59624.0,489.0,232.0
9,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_9.txt,114.0,114.0,114.0,114.0,0.0,-399.0,0.0,-399.0,114.0,114.0,114.0,-285.0,False,512.0,61.0,77440.0,575.0,276.0,54934.0,575.0,121.0
10,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_10.txt,0.0,-4.0,0.0,-4.0,0.0,-189.0,0.0,-189.0,0.0,-4.0,0.0,-193.0,True,512.0,63.0,36835.0,409.0,173.0,28531.0,380.0,103.0
11,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_11.txt,34.0,34.0,34.0,34.0,0.0,-340.0,0.0,-340.0,34.0,34.0,34.0,-306.0,False,512.0,56.0,102720.0,642.0,320.0,93825.0,642.0,225.0
12,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_12.txt,0.0,-52.0,0.0,-52.0,0.0,-207.0,0.0,-207.0,0.0,-52.0,0.0,-259.0,True,512.0,72.0,100750.0,653.0,301.0,85544.0,585.0,289.0
13,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_13.txt,0.0,-152.0,0.0,-152.0,0.0,-130.0,0.0,-130.0,0.0,-130.0,0.0,-282.0,True,512.0,50.0,93562.0,613.0,291.0,93562.0,613.0,287.0
14,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_14.txt,0.0,-216.0,0.0,-216.0,0.0,-15.0,0.0,-15.0,0.0,-15.0,0.0,-231.0,True,512.0,51.0,92910.0,616.0,297.0,90103.0,616.0,239.0
15,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_15.txt,45.0,45.0,45.0,45.0,0.0,-240.0,0.0,-240.0,45.0,45.0,45.0,-195.0,False,512.0,72.0,94464.0,625.0,298.0,72541.0,542.0,241.0
16,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_16.txt,22.0,22.0,22.0,22.0,0.0,-215.0,0.0,-215.0,22.0,22.0,22.0,-193.0,False,512.0,77.0,70560.0,533.0,258.0,50736.0,470.0,168.0
17,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_17.txt,0.0,-90.0,0.0,-90.0,0.0,-290.0,0.0,-290.0,0.0,-90.0,0.0,-380.0,True,512.0,80.0,95760.0,622.0,286.0,90321.0,622.0,231.0
18,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_18.txt,0.0,-269.0,0.0,-269.0,0.0,-38.0,0.0,-38.0,0.0,-38.0,0.0,-307.0,True,512.0,80.0,47300.0,475.0,187.0,43152.0,472.0,124.0
19,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_19.txt,0.0,-25.0,0.0,-25.0,0.0,-241.0,0.0,-241.0,0.0,-25.0,0.0,-266.0,True,512.0,75.0,74292.0,548.0,267.0,66150.0,525.0,210.0
20,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_20.txt,0.0,-127.0,0.0,-127.0,0.0,-154.0,0.0,-154.0,0.0,-127.0,0.0,-281.0,True,512.0,63.0,82644.0,575.0,284.0,82644.0,575.0,284.0
21,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_21.txt,0.0,-194.0,0.0,-194.0,0.0,-108.0,0.0,-108.0,0.0,-108.0,0.0,-302.0,True,512.0,70.0,87255.0,596.0,294.0,86655.0,592.0,265.0
22,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_22.txt,0.0,-207.0,0.0,-207.0,0.0,-101.0,0.0,-101.0,0.0,-101.0,0.0,-308.0,True,512.0,54.0,100240.0,638.0,299.0,100240.0,638.0,280.0
23,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_23.txt,0.0,-20.0,0.0,-20.0,0.0,-152.0,0.0,-152.0,0.0,-20.0,0.0,-172.0,True,512.0,54.0,98595.0,628.0,313.0,79704.0,570.0,246.0
24,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_24.txt,0.0,-213.0,0.0,-213.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-313.0,True,512.0,77.0,96795.0,644.0,303.0,87246.0,595.0,262.0
25,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_25.txt,0.0,-57.0,0.0,-57.0,0.0,-153.0,0.0,-153.0,0.0,-57.0,0.0,-210.0,True,512.0,63.0,67100.0,526.0,244.0,62440.0,503.0,223.0
26,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_26.txt,0.0,-92.0,0.0,-92.0,0.0,-187.0,0.0,-187.0,0.0,-92.0,0.0,-279.0,True,512.0,52.0,105485.0,654.0,305.0,105485.0,654.0,289.0
27,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_27.txt,0.0,-38.0,0.0,-38.0,0.0,-238.0,0.0,-238.0,0.0,-38.0,0.0,-276.0,True,512.0,65.0,96560.0,627.0,299.0,93982.0,617.0,274.0
28,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_28.txt,0.0,-171.0,0.0,-171.0,0.0,-68.0,0.0,-68.0,0.0,-68.0,0.0,-239.0,True,512.0,76.0,71424.0,536.0,257.0,66035.0,516.0,235.0
29,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_29.txt,0.0,-293.0,0.0,-293.0,0.0,-33.0,0.0,-33.0,0.0,-33.0,0.0,-326.0,True,512.0,56.0,124416.0,711.0,336.0,121536.0,710.0,288.0
30,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_30.txt,0.0,-228.0,0.0,-228.0,0.0,-150.0,0.0,-150.0,0.0,-150.0,0.0,-378.0,True,512.0,77.0,106945.0,675.0,312.0,101515.0,652.0,257.0
31,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_31.txt,0.0,-306.0,0.0,-306.0,0.0,-96.0,0.0,-96.0,0.0,-96.0,0.0,-402.0,True,512.0,77.0,105216.0,658.0,304.0,100224.0,636.0,288.0
32,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_32.txt,0.0,-143.0,0.0,-143.0,0.0,-4.0,0.0,-4.0,0.0,-4.0,0.0,-147.0,True,512.0,67.0,81008.0,595.0,274.0,57090.0,503.0,173.0
33,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_33.txt,0.0,-87.0,0.0,-87.0,0.0,-196.0,0.0,-196.0,0.0,-87.0,0.0,-283.0,True,512.0,61.0,121411.0,700.0,334.0,112960.0,673.0,320.0
34,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_34.txt,91.0,91.0,91.0,91.0,0.0,-334.0,0.0,-334.0,91.0,91.0,91.0,-243.0,False,512.0,57.0,71960.0,537.0,261.0,56160.0,516.0,156.0
35,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_35.txt,0.0,-123.0,0.0,-123.0,0.0,-298.0,0.0,-298.0,0.0,-123.0,0.0,-421.0,True,512.0,79.0,129888.0,721.0,352.0,107730.0,663.0,285.0
36,uniform,outputs/agents_2/items_9/gpt4o/persona_based0/output_36.txt,0.0,-121.0,0.0,-121.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,-42.0,False,512.0,55.0,97125.0,634.0,298.0,56214.0,509.0,162.0
